9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.979927584975211374e-02,-3.594723933782447700e-01,8.600072253208210097e-04,6.531292232861526936e-02,-8.065944447969899400e-01,-1.193515988505104430e-01,8.074855628480830105e-02,-8.698130184902280737e-01,1.724919402260222112e-02,8.517284516846777842e-02,-8.700247444844132483e-01,5.400627999221239983e-02,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.652474771774192053e-02,-2.760885507293675545e-01,2.301466279235059031e-01,-6.823663706623299408e-02,-6.958494359331575119e-01,3.409845815207229736e-02,-8.499954043369674361e-02,-8.100741425414974550e-01,1.319061518163834046e-01,-9.328983108112390288e-02,-8.202228157683300047e-01,1.665324141286248782e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.103352769841377423e-02,-3.594110708369929186e-01,-7.078661452022415139e-03,6.779349451951233174e-02,-8.055578770799975974e-01,-1.311007108868320614e-01,8.257983639420969635e-02,-8.695093220542376988e-01,5.230504352640191756e-03,8.678725082877895847e-02,-8.698606042176642017e-01,4.201197786332810935e-02,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.631679779157797050e-02,-2.717155490212320168e-01,2.352880501693371540e-01,-6.424265098497106141e-02,-7.004404945823081707e-01,6.014184351497472991e-02,-8.180326162605092155e-02,-8.082322836987585468e-01,1.648661416600905039e-01,-9.038989681601131143e-02,-8.160190637843601769e-01,2.000277440270619433e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.213679924717999015e-02,-3.591729006088135723e-01,-1.494647635995364002e-02,6.967617569174686110e-02,-8.043657358032185734e-01,-1.424901962761784824e-01,8.387644078310656226e-02,-8.690665877359384783e-01,-6.450585502274230887e-03,8.787719343462552235e-02,-8.694917219792032137e-01,3.035316115613769655e-02,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.627918337463930110e-02,-2.675186508177959666e-01,2.400481342127959716e-01,-6.168740272434392047e-02,-7.044723879675556244e-01,8.696248327089226016e-02,-7.911876830375499936e-02,-8.052908739222883749e-01,1.984362642816406563e-01,-8.788389242061481199e-02,-8.107487247483453618e-01,2.339902653585455294e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.342737001978212996e-02,-3.586882749910075274e-01,-2.388953946822812077e-02,7.183939145024634265e-02,-8.029486809324017926e-01,-1.547909966910903379e-01,8.539865204719415681e-02,-8.685706908846549945e-01,-1.912773073124976464e-02,8.920811906051630269e-02,-8.691161497165975636e-01,1.769472117973881764e-02,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.639265925698344506e-02,-2.639993157711757465e-01,2.439161914091703687e-01,-5.900217164324675356e-02,-7.081183464127842608e-01,1.136219535502390188e-01,-7.651234294669599645e-02,-8.014947099602540703e-01,2.313881290870823670e-01,-8.553506348256008363e-02,-8.046913356201405021e-01,2.671522819153299699e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.481495205432680096e-02,-3.580396926371902100e-01,-3.211271406758897662e-02,7.426574491234849695e-02,-8.011349428305853948e-01,-1.670677804818906931e-01,8.717949243459179043e-02,-8.677672554519644255e-01,-3.183467244743576341e-02,9.077847394314793317e-02,-8.684248822381674948e-01,5.007116164290725813e-03,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.630292852234242029e-02,-2.607707039793937254e-01,2.473626341872267875e-01,-5.649662565022266214e-02,-7.109649409471294756e-01,1.405671571334980996e-01,-7.424933574628775346e-02,-7.967496793102069041e-01,2.639383183391195153e-01,-8.337504710775453520e-02,-7.975943618105022503e-01,2.998090645346043748e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.627604563641617430e-02,-3.571525364511878298e-01,-4.070602734285476421e-02,7.669037827316756151e-02,-7.989693532091707295e-01,-1.799283052755877299e-01,8.879828173279281922e-02,-8.665770000126469252e-01,-4.510535382996480602e-02,9.222715082215951488e-02,-8.674165709609213959e-01,-8.251039206154477113e-03,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.630388028754146235e-02,-2.580106247827296251e-01,2.502402090973534499e-01,-5.469464790778637980e-02,-7.130359340205586482e-01,1.670454677348088834e-01,-7.164991290153428782e-02,-7.910247967058293694e-01,2.955946013571315034e-01,-8.075392485144204657e-02,-7.896413225206625475e-01,3.314541258184920403e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.743490595432073575e-02,-3.561060139522335133e-01,-4.892299169667060216e-02,7.877798762218554685e-02,-7.965325148583469739e-01,-1.926065234842252172e-01,9.004981775139804523e-02,-8.654017866744870835e-01,-5.835082448394893206e-02,9.323223563976471007e-02,-8.664320244060161880e-01,-2.147924524464406293e-02,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.699678938997922051e-02,-2.556453054364759003e-01,2.526723335117305735e-01,-5.398687660820224860e-02,-7.143044943332256258e-01,1.934217241670564968e-01,-6.968083537076022460e-02,-7.840098236328078007e-01,3.267989718317010905e-01,-7.858667869485475022e-02,-7.802540120955275826e-01,3.625380591645235850e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.917130810338238567e-02,-3.549311808556335768e-01,-5.664674783903363847e-02,8.078992207328825059e-02,-7.938874095982384471e-01,-2.047956408645389692e-01,9.112813244848680383e-02,-8.640440231276721450e-01,-7.113265251952322066e-02,9.414964058885046116e-02,-8.652209200118469168e-01,-3.425192677718273682e-02,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.741962965050482925e-02,-2.533829076947963777e-01,2.549499083546069023e-01,-5.387853979020364864e-02,-7.144903469140102548e-01,2.199718381293615244e-01,-6.785353006188177272e-02,-7.756335210440480354e-01,3.576701873322854497e-01,-7.648004131368017766e-02,-7.697351040841877712e-01,3.931877113167952520e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.002632263184075612e-01,-3.537108612815864084e-01,-6.370233075302551840e-02,8.287083016168607374e-02,-7.909841255487947143e-01,-2.168628267107883256e-01,9.249270821421598510e-02,-8.626370671690039016e-01,-8.394217786752874999e-02,9.530541034550221724e-02,-8.640396290701426452e-01,-4.705282905470566795e-02,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.802389448227371238e-02,-2.516092232472218471e-01,2.567118929603668387e-01,-5.395522762857620641e-02,-7.138698269422572018e-01,2.456213195165287411e-01,-6.581749109261718356e-02,-7.664972510784789916e-01,3.869870310709785377e-01,-7.422513256049301233e-02,-7.583380994415817034e-01,4.221074288266101204e-01
9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.011595077990272568e-01,-3.524431552313768146e-01,-7.027492757818615265e-02,8.497264017725378316e-02,-7.879246608971548493e-01,-2.285859636706266684e-01,9.369478406640978363e-02,-8.611706053546801520e-01,-9.647396839577668248e-02,9.628040681518629240e-02,-8.627976900883150835e-01,-5.957722491792240976e-02,-9.255700000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.884991278224595168e-02,-2.500419610719623043e-01,2.582518566509198754e-01,-5.488232613337045568e-02,-7.122857021622606144e-01,2.703128470371372050e-01,-6.446056577336090054e-02,-7.566968739770822960e-01,4.146406981693193106e-01,-7.242975997256036191e-02,-7.465171466798122824e-01,4.493331703350307293e-01
