3.080133999999999372e-01,2.734959999999999614e-01
3.064033999999999924e-01,2.734960000000000169e-01
3.048899999999999944e-01,2.733028000000000124e-01
3.042460000000000164e-01,2.734960000000000169e-01
3.033444000000000140e-01,2.735603999999999814e-01
3.028614000000000028e-01,2.741399999999999393e-01
3.016055999999999737e-01,2.746229999999999505e-01
3.011870000000000380e-01,2.752670000000000394e-01
3.000922000000000311e-01,2.760075999999999641e-01
2.994160000000000155e-01,2.767160000000000175e-01
2.981280000000000041e-01,2.777463999999999489e-01
2.969688000000000327e-01,2.787446000000000090e-01
2.960671999999999748e-01,2.803546000000000094e-01
2.956164000000000014e-01,2.817067000000000876e-01
2.942317999999999878e-01,2.839599999999999902e-01
2.935878000000000099e-01,2.856021999999999728e-01
2.924930000000000030e-01,2.882103999999999777e-01
2.920421999999999740e-01,2.900458000000000203e-01
2.906897999999999427e-01,2.921388000000000318e-01
2.898525999999999603e-01,2.942317999999999878e-01
2.882426000000000155e-01,2.963892000000000193e-01
2.880816000000000487e-01,2.979348000000000551e-01
2.867292000000000174e-01,3.002531999999999424e-01
2.860208000000000195e-01,3.016377999999999560e-01
2.847971999999999726e-01,3.034409999999999608e-01
2.840887999999999747e-01,3.040527999999999564e-01
2.836701999999999835e-01,3.053730000000000055e-01
2.828974999999999684e-01,3.059203999999999812e-01
2.821893000000000318e-01,3.066288000000000347e-01
2.811274000000000273e-01,3.067576000000000191e-01
2.807087999999999806e-01,3.070151999999999881e-01
2.801935999999999871e-01,3.071439999999999726e-01
2.796139999999999737e-01,3.069507999999999681e-01
2.787446000000000090e-01,3.068219999999999836e-01
2.784869999999999846e-01,3.067898000000000569e-01
2.778107999999999689e-01,3.067253999999999814e-01
2.776497999999999466e-01,3.063390000000000279e-01
2.767481999999999998e-01,3.065643999999999592e-01
2.767803999999999820e-01,3.061135999999999857e-01
2.765871999999999775e-01,3.065321999999999769e-01
2.766515999999999975e-01,3.060492000000000212e-01
2.761685999999999863e-01,3.064033999999999369e-01
2.760398000000000018e-01,3.057915999999999968e-01
2.756534000000000484e-01,3.056949999999999390e-01
2.759753999999999818e-01,3.049221999999999766e-01
2.753635999999999306e-01,3.043748000000000009e-01
2.752347999999999462e-01,3.029902000000000428e-01
2.745585999999999860e-01,3.019276000000000182e-01
2.751381999999999439e-01,3.002531999999999979e-01
2.751381999999999994e-01,2.990296000000000065e-01
2.752025999999999639e-01,2.981280000000000041e-01
2.751704000000000372e-01,2.971620000000000372e-01
2.752026000000000194e-01,2.967111999999999528e-01
2.755567999999999906e-01,2.968721999999999750e-01
2.753314000000000039e-01,2.972907999999999662e-01
2.759110000000000174e-01,2.985144000000000131e-01
2.751703999999999817e-01,2.992228000000000110e-01
2.758465999999999974e-01,3.006073999999999691e-01
2.753957999999999684e-01,3.018310000000000159e-01
2.759109999999999618e-01,3.022173999999999694e-01
2.756855999999999751e-01,3.029579999999999496e-01
2.758143999999999596e-01,3.027970000000000383e-01
2.760075999999999641e-01,3.024428000000000116e-01
2.762008000000000241e-01,3.016378000000000115e-01
2.762651999999999886e-01,3.010582000000000535e-01
2.761364000000000041e-01,3.000922000000000311e-01
2.758143999999999596e-01,3.002853999999999801e-01
2.762973999999999153e-01,3.007362000000000646e-01
2.758465999999999974e-01,3.027970000000000383e-01
2.755246000000000639e-01,3.057915999999999968e-01
2.751059999999999617e-01,3.087862000000000107e-01
2.754923999999999706e-01,3.098808000000000118e-01
2.753636000000000417e-01,3.101060000000000483e-01
2.758143999999999596e-01,3.087539999999999729e-01
2.757500000000000506e-01,3.064356000000000302e-01
2.762330000000000063e-01,3.044069999999999832e-01
2.766194000000000153e-01,3.028935999999999851e-01
2.767160000000000730e-01,3.015733999999999915e-01
2.770380000000000065e-01,3.003820000000000379e-01
2.773600000000000509e-01,2.993515999999999955e-01
2.783904000000000378e-01,2.981280000000000596e-01
2.785191999999999668e-01,2.971619999999999817e-01
2.790343999999999602e-01,2.969043999999999572e-01
2.784870000000000401e-01,2.962281999999999971e-01
2.793241999999999670e-01,2.963892000000000193e-01
2.797428000000000137e-01,2.961316000000000503e-01
2.811594000000000038e-01,2.953910000000000702e-01
2.816422000000000092e-01,2.944571999999999745e-01
2.828974999999999684e-01,2.927505999999999720e-01
2.841532000000000502e-01,2.922353999999999785e-01
2.857953999999999772e-01,2.911728000000000649e-01
2.871156000000000263e-01,2.912050000000000471e-01
2.886933999999999889e-01,2.904965999999999937e-01
2.900136000000000380e-01,2.906576000000000159e-01
2.918489999999999696e-01,2.901102000000000403e-01
2.932336000000000387e-01,2.897560000000000136e-01
2.943284000000000455e-01,2.892085999999999824e-01
2.954231999999999969e-01,2.882426000000000155e-01
2.969044000000000127e-01,2.870512000000000064e-01
2.979348000000000551e-01,2.863428000000000084e-01
2.989330000000000043e-01,2.854089999999999683e-01
3.002210000000000711e-01,2.840888000000000302e-01
3.006396000000000068e-01,2.835413999999999990e-01
3.020242000000000204e-01,2.828652999999999862e-01
3.029579999999999496e-01,2.821893000000000318e-01
3.042460000000000164e-01,2.817710999999999966e-01
3.049544000000000143e-01,2.810308000000000250e-01
3.067253999999999814e-01,2.800969999999999849e-01
3.076270000000000393e-01,2.796462000000000114e-01
3.091403999999999819e-01,2.785191999999999668e-01
3.099450000000000260e-01,2.782293999999999601e-01
3.108140000000000347e-01,2.774244000000000154e-01
3.116188000000000291e-01,2.771989999999999732e-01
3.127457999999999627e-01,2.763617999999999908e-01
3.130355999999999694e-01,2.765871999999999775e-01
